CCA3,"Año,",PIB ($)
PRI,1981,52952314000
PRI,1982,52128035000
PRI,1983,50907210000
PRI,1984,53925340000
PRI,1985,55595643000
PRI,1986,58362843000
PRI,1987,61729796000
PRI,1988,65364677000
PRI,1989,68198203000
PRI,1990,66261004000
PRI,1991,67787920000
PRI,1992,70881800000
PRI,1993,74173915000
PRI,1994,77278810000
PRI,1995,80794214000
PRI,1996,82663555000
PRI,1997,86697610000
PRI,1998,91492614000
PRI,1999,96423790000
PRI,2000,99578740000
PRI,2001,105865620000
PRI,2002,106835840000
PRI,2003,106892900000
PRI,2004,116244620000
PRI,2005,113934910000
PRI,2006,112329100000
PRI,2007,111022920000
PRI,2008,108975510000
PRI,2009,106847850000
PRI,2010,106406300000
PRI,2011,106024820000
PRI,2012,106055860000
PRI,2013,105730450000
PRI,2014,104471870000
PRI,2015,103375500000
PRI,2016,102069860000
PRI,2017,99124175000
PRI,2018,94801760000
PRI,2019,96389750000
PRI,2020,92338676000
PRI,2021,92738175000
PRI,2022,95855075000
QAT,2000,33690630000
QAT,2001,35003953000
QAT,2002,37517988000
QAT,2003,38913642000
QAT,2004,46392422000
QAT,2005,49868497000
QAT,2006,62919205000
QAT,2007,74235630000
QAT,2008,87348290000
QAT,2009,97792140000
QAT,2010,116951900000
QAT,2011,132594426000
QAT,2012,138866160000
QAT,2013,146581620000
QAT,2014,154400750000
QAT,2015,161739950000
QAT,2016,166695980000
QAT,2017,164199530000
QAT,2018,166227180000
QAT,2019,167371230000
QAT,2020,161416820000
QAT,2021,164042830000
QAT,2022,170947180000
ROU,1990,116407350000
ROU,1991,101369600000
ROU,1992,92482300000
ROU,1993,93896204000
ROU,1994,97588140000
ROU,1995,103671320000
ROU,1996,107722480000
ROU,1997,102498950000
ROU,1998,100418410000
ROU,1999,100040170000
ROU,2000,102502425000
ROU,2001,107851145000
ROU,2002,114001890000
ROU,2003,116670840000
ROU,2004,128837400000
ROU,2005,134851720000
ROU,2006,145678710000
ROU,2007,156216840000
ROU,2008,170756670000
ROU,2009,161335350000
ROU,2010,155041270000
ROU,2011,162044620000
ROU,2012,165163970000
ROU,2013,165609850000
ROU,2014,172434100000
ROU,2015,177883890000
ROU,2016,182967000000
ROU,2017,197963890000
ROU,2018,209899180000
ROU,2019,217986940000
ROU,2020,209970450000
ROU,2021,221957440000
ROU,2022,232157180000
RUS,1989,1197410900000
RUS,1990,1161488600000
RUS,1991,1102869000000
RUS,1992,942610300000
RUS,1993,860899800000
RUS,1994,752686700000
RUS,1995,721499000000
RUS,1996,694406150000
RUS,1997,704127300000
RUS,1998,666808800000
RUS,1999,709484000000
RUS,2000,780432900000
RUS,2001,820235340000
RUS,2002,858786370000
RUS,2003,921477300000
RUS,2004,987823200000
RUS,2005,1051043560000
RUS,2006,1137229800000
RUS,2007,1233894100000
RUS,2008,1298056200000
RUS,2009,1196808000000
RUS,2010,1250664300000
RUS,2011,1304443200000
RUS,2012,1356935200000
RUS,2013,1380755000000
RUS,2014,1390921100000
RUS,2015,1363482200000
RUS,2016,1366123100000
RUS,2017,1391065700000
RUS,2018,1430116200000
RUS,2019,1461551400000
RUS,2020,1422766800000
RUS,2021,1502645000000
RUS,2022,1471544700000
RWA,1960,1013902300
RWA,1961,970329540
RWA,1962,1080304800
RWA,1963,974214000
RWA,1964,852778300
RWA,1965,912554050
RWA,1966,976514200
RWA,1967,1044050050
RWA,1968,1117277400
RWA,1969,1240260400
RWA,1970,1314693600
RWA,1971,1330557200
RWA,1972,1334057500
RWA,1973,1379923600
RWA,1974,1399378000
RWA,1975,1369797600
RWA,1976,1636970900
RWA,1977,1669614000
RWA,1978,1822397600
RWA,1979,2038714500
RWA,1980,2221212400
RWA,1981,2341962000
RWA,1982,2384371200
RWA,1983,2526965000
RWA,1984,2419802000
RWA,1985,2526339800
RWA,1986,2664584700
RWA,1987,2663944200
RWA,1988,2783790300
RWA,1989,2782773200
RWA,1990,2716006700
RWA,1991,2647715800
RWA,1992,2803209000
RWA,1993,2575905300
RWA,1994,1281562800
RWA,1995,1732981400
RWA,1996,1953861900
RWA,1997,2224467000
RWA,1998,2421525000
RWA,1999,2526907100
RWA,2000,2738431500
RWA,2001,2970776000
RWA,2002,3362683000
RWA,2003,3436742000
RWA,2004,3692699000
RWA,2005,4038996500
RWA,2006,4411678000
RWA,2007,4748434400
RWA,2008,5278419500
RWA,2009,5608229000
RWA,2010,6019572000
RWA,2011,6498633700
RWA,2012,7060214300
RWA,2013,7393445400
RWA,2014,7849411600
RWA,2015,8544621600
RWA,2016,9054800000
RWA,2017,9410552000
RWA,2018,10213852000
RWA,2019,11180316000
RWA,2020,10802811000
RWA,2021,11977699000
RWA,2022,12955126000
KNA,1977,193535570
KNA,1978,201102620
KNA,1979,216381740
KNA,1980,234644620
KNA,1981,238274350
KNA,1982,239579470
KNA,1983,242422610
KNA,1984,263915330
KNA,1985,286480260
KNA,1986,317583420
KNA,1987,338386200
KNA,1988,369603620
KNA,1989,389857120
KNA,1990,408871460
KNA,1991,401247260
KNA,1992,418376420
KNA,1993,446834140
KNA,1994,470524060
KNA,1995,495853020
KNA,1996,524824930
KNA,1997,560638800
KNA,1998,557909900
KNA,1999,575874000
KNA,2000,633707900
KNA,2001,666999400
KNA,2002,676122050
KNA,2003,649527550
KNA,2004,675484900
KNA,2005,741228600
KNA,2006,764580160
KNA,2007,769172200
KNA,2008,855154370
KNA,2009,826256100
KNA,2010,826619460
KNA,2011,839982660
KNA,2012,835566340
KNA,2013,883275700
KNA,2014,950241100
KNA,2015,957025900
KNA,2016,994566800
KNA,2017,994746940
KNA,2018,1015167400
KNA,2019,1056276500
KNA,2020,902487740
KNA,2021,894441700
KNA,2022,973557000
LCA,1977,483879170
LCA,1978,533776480
LCA,1979,554021250
LCA,1980,541719040
LCA,1981,575902850
LCA,1982,587918140
LCA,1983,617110600
LCA,1984,661947200
LCA,1985,716807800
LCA,1986,820042600
LCA,1987,852218900
LCA,1988,970674400
LCA,1989,1057850750
LCA,1990,1162479600
LCA,1991,1166846800
LCA,1992,1259647000
LCA,1993,1266993300
LCA,1994,1287246800
LCA,1995,1309750900
LCA,1996,1348029600
LCA,1997,1338672400
LCA,1998,1422827600
LCA,1999,1460825700
LCA,2000,1461537900
LCA,2001,1411727700
LCA,2002,1417606900
LCA,2003,1478062300
LCA,2004,1585479200
LCA,2005,1578973800
LCA,2006,1676795400
LCA,2007,1705160300
LCA,2008,1789554200
LCA,2009,1738929500
LCA,2010,1744668300
LCA,2011,1820159100
LCA,2012,1818179600
LCA,2013,1781724700
LCA,2014,1805386000
LCA,2015,1807226000
LCA,2016,1869175000
LCA,2017,1932484400
LCA,2018,1988154800
LCA,2019,1975228700
LCA,2020,1493972600
LCA,2021,1676684000
LCA,2022,1942933200
VCT,1960,159345010
VCT,1961,166559000
VCT,1962,172712130
VCT,1963,161891140
VCT,1964,167832100
VCT,1965,169317300
VCT,1966,169317300
VCT,1967,153191840
VCT,1968,163164180
VCT,1969,167832050
VCT,1970,185867090
VCT,1971,191383730
VCT,1972,240821000
VCT,1973,214086640
VCT,1974,195202930
VCT,1975,180350510
VCT,1976,199065150
VCT,1977,225400300
VCT,1978,247438770
VCT,1979,255807680
VCT,1980,262056350
VCT,1981,274147360
VCT,1982,286420540
VCT,1983,292631840
VCT,1984,311905570
VCT,1985,331179300
VCT,1986,349724480
VCT,1987,351256300
VCT,1988,400694530
VCT,1989,406326750
VCT,1990,423186000
VCT,1991,427991580
VCT,1992,455288640
VCT,1993,474641730
VCT,1994,468720000
VCT,1995,505123840
VCT,1996,511629380
VCT,1997,529562750
VCT,1998,551222900
VCT,1999,566162750
VCT,2000,575442370
VCT,2001,585502400
VCT,2002,616780700
VCT,2003,658051600
VCT,2004,685128450
VCT,2005,702178240
VCT,2006,751309100
VCT,2007,776274900
VCT,2008,779416000
VCT,2009,768674200
VCT,2010,734310850
VCT,2011,729858900
VCT,2012,738391740
VCT,2013,756574500
VCT,2014,765242800
VCT,2015,786555600
VCT,2016,819195100
VCT,2017,831877060
VCT,2018,858294300
VCT,2019,863973800
VCT,2020,831664960
VCT,2021,838279200
VCT,2022,879438100
WSM,1982,391269860
WSM,1983,392956350
WSM,1984,398015900
WSM,1985,413616130
WSM,1986,436383940
WSM,1987,438492100
WSM,1988,432167700
WSM,1989,448189540
WSM,1990,428373060
WSM,1991,418520420
WSM,1992,417683420
WSM,1993,434808420
WSM,1994,423755170
WSM,1995,452035070
WSM,1996,484486530
WSM,1997,487603840
WSM,1998,498306200
WSM,1999,509196350
WSM,2000,535129950
WSM,2001,574676740
WSM,2002,607157250
WSM,2003,638806100
WSM,2004,658527700
WSM,2005,702248700
WSM,2006,717221500
WSM,2007,720707100
WSM,2008,746336200
WSM,2009,742293440
WSM,2010,787756860
WSM,2011,818078200
WSM,2012,787546500
WSM,2013,788391500
WSM,2014,793594240
WSM,2015,824150500
WSM,2016,889949600
WSM,2017,902464800
WSM,2018,896962900
WSM,2019,936894400
WSM,2020,907771600
WSM,2021,843511940
WSM,2022,798752800
SMR,1997,1248965800
SMR,1998,1342208800
SMR,1999,1463670000
SMR,2000,1495569000
SMR,2001,1578997000
SMR,2002,1583904500
SMR,2003,1645248600
SMR,2004,1720088300
SMR,2005,1761802400
SMR,2006,1829280900
SMR,2007,1959330300
SMR,2008,1949515300
SMR,2009,1748306700
SMR,2010,1652609900
SMR,2011,1515199100
SMR,2012,1408460400
SMR,2013,1397418500
SMR,2014,1387603500
SMR,2015,1419400400
SMR,2016,1452676900
SMR,2017,1456428700
SMR,2018,1478186400
SMR,2019,1508721000
SMR,2020,1408422500
SMR,2021,1527618400
STP,2001,142484980
STP,2002,147272740
STP,2003,159483890
STP,2004,165126270
STP,2005,176048750
STP,2006,191657440
STP,2007,198636590
STP,2008,211009230
STP,2009,217977630
STP,2010,221134900
STP,2011,225556370
STP,2012,232194320
STP,2013,244081980
STP,2014,256057150
STP,2015,259999650
STP,2016,273459360
STP,2017,284706660
STP,2018,297171520
STP,2019,303157500
STP,2020,311114940
STP,2021,317023970
STP,2022,317230900
SAU,1968,74256100000
SAU,1969,78739595000
SAU,1970,124918270000
SAU,1971,150541760000
SAU,1972,185061970000
SAU,1973,229792420000
SAU,1974,267083280000
SAU,1975,243236440000
SAU,1976,286583550000
SAU,1977,306911940000
SAU,1978,290892000000
SAU,1979,325564660000
SAU,1980,343967070000
SAU,1981,350650370000
SAU,1982,277960920000
SAU,1983,233344350000
SAU,1984,222467110000
SAU,1985,200677570000
SAU,1986,234818320000
SAU,1987,219244020000
SAU,1988,247985400000
SAU,1989,246738000000
SAU,1990,284225960000
SAU,1991,326882230000
SAU,1992,339916780000
SAU,1993,335281230000
SAU,1994,337154500000
SAU,1995,337869570000
SAU,1996,346780630000
SAU,1997,350608330000
SAU,1998,360752700000
SAU,1999,347176530000
SAU,2000,366706660000
SAU,2001,362266800000
SAU,2002,352053850000
SAU,2003,391631960000
SAU,2004,422799770000
SAU,2005,446366000000
SAU,2006,458812500000
SAU,2007,467287340000
SAU,2008,496491720000
SAU,2009,486267750000
SAU,2010,510773170000
SAU,2011,566926300000
SAU,2012,597695660000
SAU,2013,614732100000
SAU,2014,639491300000
SAU,2015,669484400000
SAU,2016,685304800000
SAU,2017,684827150000
SAU,2018,703743700000
SAU,2019,709600900000
SAU,2020,678794360000
SAU,2021,708159700000
SAU,2022,769633160000
SEN,1960,3845391000
SEN,1961,3960501000
SEN,1962,3955105300
SEN,1963,4028847400
SEN,1964,4185324800
SEN,1965,4241081300
SEN,1966,4363087400
SEN,1967,4309866500
SEN,1968,4580990500
SEN,1969,4280745700
SEN,1970,4647265300
SEN,1971,4640738300
SEN,1972,4936966000
SEN,1973,4661323300
SEN,1974,4857135000
SEN,1975,5223152600
SEN,1976,5689084000
SEN,1977,5536451000
SEN,1978,5317544000
SEN,1979,5689861600
SEN,1980,5916759600
SEN,1981,6223261000
SEN,1982,6721768400
SEN,1983,6342159400
SEN,1984,6591777000
SEN,1985,6820055600
SEN,1986,7033318000
SEN,1987,7473312300
SEN,1988,7412287000
SEN,1989,7706835500
SEN,1990,7649320400
SEN,1991,7852790000
SEN,1992,7956464600
SEN,1993,8064689700
SEN,1994,8060857300
SEN,1995,8501672000
SEN,1996,8673404000
SEN,1997,8937561000
SEN,1998,9464742000
SEN,1999,10059440000
SEN,2000,10450472000
SEN,2001,10900977000
SEN,2002,10908465000
SEN,2003,11518679000
SEN,2004,12053526000
SEN,2005,12573061000
SEN,2006,12866110000
SEN,2007,13229851000
SEN,2008,13719774000
SEN,2009,14097357000
SEN,2010,14575383000
SEN,2011,14769831000
SEN,2012,15361067000
SEN,2013,15731635000
SEN,2014,16710784000
SEN,2015,17774766000
SEN,2016,18904543000
SEN,2017,20304894000
SEN,2018,21565673000
SEN,2019,22560635000
SEN,2020,22863415000
SEN,2021,24358607000
SEN,2022,25370430000
SRB,1995,21207996000
SRB,1996,22536483000
SRB,1997,24160772000
SRB,1998,24967954000
SRB,1999,22614934000
SRB,2000,24001640000
SRB,2001,25652658000
SRB,2002,27289401000
SRB,2003,28486795000
SRB,2004,31058639000
SRB,2005,32776288000
SRB,2006,34450430000
SRB,2007,36668880000
SRB,2008,38742712000
SRB,2009,37684360000
SRB,2010,37959848000
SRB,2011,38732816000
SRB,2012,38468837000
SRB,2013,39581598000
SRB,2014,38952444000
SRB,2015,39655950000
SRB,2016,40979900000
SRB,2017,41840950000
SRB,2018,43721753000
SRB,2019,45615665000
SRB,2020,45203657000
SRB,2021,48696066000
SRB,2022,49937793000
SYC,1960,134218300
SYC,1961,127665400
SYC,1962,138400240
SYC,1963,152427950
SYC,1964,161450530
SYC,1965,159738240
SYC,1966,181936270
SYC,1967,182854580
SYC,1968,196666020
SYC,1969,196666020
SYC,1970,214113970
SYC,1971,248054830
SYC,1972,263702900
SYC,1973,287579040
SYC,1974,291325760
SYC,1975,300582370
SYC,1976,349510100
SYC,1977,327874620
SYC,1978,397225660
SYC,1979,459964860
SYC,1980,436503520
SYC,1981,419581250
SYC,1982,410891400
SYC,1983,408359330
SYC,1984,425941760
SYC,1985,469787100
SYC,1986,473366620
SYC,1987,496441120
SYC,1988,522883620
SYC,1989,576665600
SYC,1990,619654700
SYC,1991,636759800
SYC,1992,682434900
SYC,1993,732275600
SYC,1994,714433200
SYC,1995,717898500
SYC,1996,789673600
SYC,1997,885963500
SYC,1998,907824200
SYC,1999,924818700
SYC,2000,964153100
SYC,2001,942255550
SYC,2002,953683600
SYC,2003,897539000
SYC,2004,871955100
SYC,2005,950481200
SYC,2006,1039884740
SYC,2007,1132185600
SYC,2008,1101322800
SYC,2009,1074016900
SYC,2010,1122402800
SYC,2011,1229140900
SYC,2012,1267375500
SYC,2013,1283265000
SYC,2014,1335412900
SYC,2015,1391428000
SYC,2016,1462458000
SYC,2017,1503212400
SYC,2018,1558931700
SYC,2019,1634960500
SYC,2020,1508604400
SYC,2021,1590473600
SYC,2022,1733621100
SLE,1960,1144714100
SLE,1961,1165422500
SLE,1962,1218344000
SLE,1963,1239052400
SLE,1964,1321886000
SLE,1965,1416799500
SLE,1966,1440885000
SLE,1967,1441407700
SLE,1968,1470523100
SLE,1969,1595891800
SLE,1970,1733465600
SLE,1971,1793546000
SLE,1972,1809692200
SLE,1973,1850530000
SLE,1974,1915295400
SLE,1975,1947265800
SLE,1976,1938519200
SLE,1977,1939424000
SLE,1978,1986092900
SLE,1979,2075690900
SLE,1980,2176227000
SLE,1981,2238933500
SLE,1982,2345993700
SLE,1983,2296662300
SLE,1984,2390665500
SLE,1985,2263689000
SLE,1986,2291669200
SLE,1987,2457386000
SLE,1988,2283403000
SLE,1989,2300072000
SLE,1990,2377124400
SLE,1991,2433033200
SLE,1992,1970442900
SLE,1993,1997527600
SLE,1994,1958628100
SLE,1995,1801942700
SLE,1996,1833545500
SLE,1997,1725786500
SLE,1998,1756592000
SLE,1999,1721824000
SLE,2000,1836372400
SLE,2001,1719846100
SLE,2002,2176020500
SLE,2003,2382386200
SLE,2004,2536737300
SLE,2005,2647174100
SLE,2006,2760555500
SLE,2007,2980753200
SLE,2008,3142783700
SLE,2009,3243649300
SLE,2010,3458946300
SLE,2011,3666823000
SLE,2012,4224244200
SLE,2013,5114673000
SLE,2014,5347864000
SLE,2015,4252029400
SLE,2016,4521894000
SLE,2017,4691637000
SLE,2018,4854573000
SLE,2019,5109620000
SLE,2020,5009038000
SLE,2021,5214643700
SLE,2022,5394942000
SGP,1960,5946720000
SGP,1961,6430636500
SGP,1962,6916371000
SGP,1963,7610787000
SGP,1964,7374611500
SGP,1965,7952357400
SGP,1966,8761915000
SGP,1967,9857909000
SGP,1968,11191388000
SGP,1969,12739585000
SGP,1970,14515739000
SGP,1971,16317641000
SGP,1972,18490425000
SGP,1973,20450966000
SGP,1974,21702035000
SGP,1975,22567672000
SGP,1976,24246067000
SGP,1977,25907515000
SGP,1978,27922391000
SGP,1979,30590220000
SGP,1980,33683923000
SGP,1981,37327150000
SGP,1982,39978180000
SGP,1983,43398107000
SGP,1984,47213790000
SGP,1985,46919790000
SGP,1986,47549833000
SGP,1987,52684230000
SGP,1988,58618370000
SGP,1989,64573310000
SGP,1990,70914990000
SGP,1991,75658070000
SGP,1992,80681615000
SGP,1993,89927440000
SGP,1994,99905510000
SGP,1995,107074130000
SGP,1996,115074064000
SGP,1997,124643860000
SGP,1998,121912900000
SGP,1999,128884335000
SGP,2000,140533300000
SGP,2001,139028380000
SGP,2002,144482980000
SGP,2003,151054420000
SGP,2004,166069200000
SGP,2005,178302400000
SGP,2006,194361690000
SGP,2007,211896060000
SGP,2008,215844700000
SGP,2009,216120890000
SGP,2010,247501100000
SGP,2011,262883130000
SGP,2012,274543310000
SGP,2013,287769800000
SGP,2014,299095100000
SGP,2015,307998560000
SGP,2016,319091600000
SGP,2017,333593440000
SGP,2018,345520830000
SGP,2019,350120640000
SGP,2020,336462250000
SGP,2021,366348000000
SGP,2022,379708600000
SXM,2009,1257551700
SXM,2010,1297793400
SXM,2011,1357492000
SXM,2012,1376368500
SXM,2013,1394353900
SXM,2014,1416390000
SXM,2015,1417888800
SXM,2016,1431610500
SXM,2017,1323735600
SXM,2018,1232967200
SXM,2019,1368162000
SXM,2020,1185966800
SXM,2021,1240255600
SXM,2022,1361800700
SVK,1992,35304374000
SVK,1993,35975627000
SVK,1994,38208102000
SVK,1995,40440790000
SVK,1996,43117933000
SVK,1997,45673030000
SVK,1998,47534707000
SVK,1999,47484360000
SVK,2000,48038277000
SVK,2001,49601340000
SVK,2002,51838083000
SVK,2003,54688702000
SVK,2004,57575653000
SVK,2005,61389156000
SVK,2006,66603045000
SVK,2007,73817506000
SVK,2008,77932750000
SVK,2009,73681100000
SVK,2010,78629994000
SVK,2011,80730554000
SVK,2012,81795230000
SVK,2013,82312780000
SVK,2014,84532910000
SVK,2015,88900890000
SVK,2016,90629070000
SVK,2017,93291815000
SVK,2018,97051845000
SVK,2019,99489060000
SVK,2020,96170610000
SVK,2021,100776350000
SVK,2022,102540394000
SVN,1995,26417687000
SVN,1996,27263846000
SVN,1997,28640614000
SVN,1998,29579844000
SVN,1999,31157240000
SVN,2000,32301450000
SVN,2001,33340445000
SVN,2002,34509226000
SVN,2003,35530790000
SVN,2004,37079646000
SVN,2005,38487920000
SVN,2006,40699590000
SVN,2007,43540484000
SVN,2008,45068685000
SVN,2009,41666703000
SVN,2010,42226600000
SVN,2011,42590310000
SVN,2012,41466163000
SVN,2013,41039360000
SVN,2014,42175394000
SVN,2015,43107504000
SVN,2016,44483432000
SVN,2017,46625480000
SVN,2018,48702350000
SVN,2019,50417980000
SVN,2020,48279810000
SVN,2021,52252512000
SVN,2022,53538337000
SLB,1980,526656500
SLB,1981,517192400
SLB,1982,508557540
SLB,1983,528343420
SLB,1984,529242660
SLB,1985,512665060
SLB,1986,511632420
SLB,1987,554718500
SLB,1988,561653600
SLB,1989,585604000
SLB,1990,598487300
SLB,1991,634396540
SLB,1992,714964860
SLB,1993,743563460
SLB,1994,803792100
SLB,1995,884883600
SLB,1996,899129400
SLB,1997,890910660
SLB,1998,902416900
SLB,1999,898033600
SLB,2000,769821300
SLB,2001,708569660
SLB,2002,688729860
SLB,2003,733658900
SLB,2004,790028100
SLB,2005,848157100
SLB,2006,883256260
SLB,2007,915403900
SLB,2008,972396700
SLB,2009,1000248700
SLB,2010,1097356800
SLB,2011,1178889700
SLB,2012,1207961200
SLB,2013,1271231100
SLB,2014,1286348800
SLB,2015,1307909900
SLB,2016,1380560800
SLB,2017,1423017900
SLB,2018,1462093800
SLB,2019,1487673300
SLB,2020,1437373400
SLB,2021,1429184100
SLB,2022,1371124400
SOM,2013,5908339700
SOM,2014,6353024500
SOM,2015,6984947000
SOM,2016,7433681400
SOM,2017,8139895300
SOM,2018,8383606000
SOM,2019,8687665000
SOM,2020,8465279000
SOM,2021,8745278000
SOM,2022,8958058000
ZAF,1960,65652790000
ZAF,1961,68176960000
ZAF,1962,72388890000
ZAF,1963,77726640000
ZAF,1964,83897830000
ZAF,1965,89034720000
ZAF,1966,92986425000
ZAF,1967,99678220000
ZAF,1968,103818220000
ZAF,1969,108714190000
ZAF,1970,114420230000
ZAF,1971,119316190000
ZAF,1972,121290680000
ZAF,1973,126836015000
ZAF,1974,134587120000
ZAF,1975,136868954000
ZAF,1976,139948310000
ZAF,1977,139816800000
ZAF,1978,144031550000
ZAF,1979,149491090000
ZAF,1980,159388270000
ZAF,1981,167932740000
ZAF,1982,167288850000
ZAF,1983,164199780000
ZAF,1984,172572560000
ZAF,1985,170481780000
ZAF,1986,170512200000
ZAF,1987,174094200000
ZAF,1988,181406350000
ZAF,1989,185750670000
ZAF,1990,185160420000
ZAF,1991,183275030000
ZAF,1992,179358380000
ZAF,1993,181570880000
ZAF,1994,187381150000
ZAF,1995,193189970000
ZAF,1996,201497130000
ZAF,1997,206736050000
ZAF,1998,207769730000
ZAF,1999,212756200000
ZAF,2000,221691970000
ZAF,2001,227677650000
ZAF,2002,236102580000
ZAF,2003,243065420000
ZAF,2004,254135980000
ZAF,2005,267546870000
ZAF,2006,282539700000
ZAF,2007,297685160000
ZAF,2008,307184400000
ZAF,2009,302459650000
ZAF,2010,311653600000
ZAF,2011,321528530000
ZAF,2012,329233100000
ZAF,2013,337416100000
ZAF,2014,342186560000
ZAF,2015,346709800000
ZAF,2016,349013870000
ZAF,2017,353055240000
ZAF,2018,358551550000
ZAF,2019,359483570000
ZAF,2020,338046260000
ZAF,2021,353944800000
ZAF,2022,360706570000
KOR,1960,25704086000
KOR,1961,27486919000
KOR,1962,28557609000
KOR,1963,31133667000
KOR,1964,34083217000
KOR,1965,36577575000
KOR,1966,40964674000
KOR,1967,44684104000
KOR,1968,50567110000
KOR,1969,57930370000
KOR,1970,63753960000
KOR,1971,70477140000
KOR,1972,75561615000
KOR,1973,86819030000
KOR,1974,95077110000
KOR,1975,102531100000
KOR,1976,116087190000
KOR,1977,130407690000
KOR,1978,144691220000
KOR,1979,157237720000
KOR,1980,154650080000
KOR,1981,165856300000
KOR,1982,179685520000
KOR,1983,203720570000
KOR,1984,225216450000
KOR,1985,242870860000
KOR,1986,270381470000
KOR,1987,304783980000
KOR,1988,341320600000
KOR,1989,365461860000
KOR,1990,401560540000
KOR,1991,444840970000
KOR,1992,472415080000
KOR,1993,504905300000
KOR,1994,551703300000
KOR,1995,604747140000
KOR,1996,652465900000
KOR,1997,692726700000
KOR,1998,657193600000
KOR,1999,732553700000
KOR,2000,798929100000
KOR,2001,837696360000
KOR,2002,902409600000
KOR,2003,930811100000
KOR,2004,979189000000
KOR,2005,1021377700000
KOR,2006,1075146400000
KOR,2007,1137500000000
KOR,2008,1171772700000
KOR,2009,1181061300000
KOR,2010,1261430500000
KOR,2011,1307922700000
KOR,2012,1339345900000
KOR,2013,1381732300000
KOR,2014,1425981700000
KOR,2015,1466038900000
KOR,2016,1509241400000
KOR,2017,1556927900000
KOR,2018,1602194100000
KOR,2019,1638146900000
KOR,2020,1626525700000
KOR,2021,1696543300000
KOR,2022,1740868400000
SSD,2008,20185217000
SSD,2009,21202885000
SSD,2010,22367648000
SSD,2011,21329717000
SSD,2012,11500531000
SSD,2013,13010520000
SSD,2014,13449448000
SSD,2015,11997800000
ESP,1960,189278930000
ESP,1961,211687050000
ESP,1962,232757180000
ESP,1963,255093720000
ESP,1964,268635400000
ESP,1965,285433530000
ESP,1966,306116230000
ESP,1967,319402700000
ESP,1968,340473770000
ESP,1969,370799800000
ESP,1970,386704080000
ESP,1971,404683820000
ESP,1972,437664500000
ESP,1973,471751850000
ESP,1974,498258580000
ESP,1975,500960170000
ESP,1976,517510820000
ESP,1977,532200750000
ESP,1978,539986900000
ESP,1979,540211200000
ESP,1980,552143000000
ESP,1981,551411600000
ESP,1982,558284730000
ESP,1983,568167040000
ESP,1984,578307000000
ESP,1985,591732100000
ESP,1986,610983000000
ESP,1987,644874960000
ESP,1988,677727000000
ESP,1989,710441100000
ESP,1990,737305700000
ESP,1991,756077500000
ESP,1992,763103100000
ESP,1993,755231700000
ESP,1994,773230360000
ESP,1995,794552100000
ESP,1996,815691660000
ESP,1997,845892600000
ESP,1998,883053560000
ESP,1999,922707560000
ESP,2000,971112250000
ESP,2001,1009306100000
ESP,2002,1036869760000
ESP,2003,1067788530000
ESP,2004,1101132700000
ESP,2005,1141347000000
ESP,2006,1188172900000
ESP,2007,1231003500000
ESP,2008,1241923300000
ESP,2009,1195188400000
ESP,2010,1197135600000
ESP,2011,1187386200000
ESP,2012,1152252400000
ESP,2013,1136082400000
ESP,2014,1151939500000
ESP,2015,1196156900000
ESP,2016,1232493500000
ESP,2017,1269169500000
ESP,2018,1298163300000
ESP,2019,1323918400000
ESP,2020,1176072600000
ESP,2021,1251378600000
ESP,2022,1323591100000
LKA,1961,6530549000
LKA,1962,6779887000
LKA,1963,6950520000
LKA,1964,7222037500
LKA,1965,7405257000
LKA,1966,7777281500
LKA,1967,8278062600
LKA,1968,8758281000
LKA,1969,9434142000
LKA,1970,9797038000
LKA,1971,9925076000
LKA,1972,9884335000
LKA,1973,10581913000
LKA,1974,10988875000
LKA,1975,11662079000
LKA,1976,12051022000
LKA,1977,12665695000
LKA,1978,13381793000
LKA,1979,14238704000
LKA,1980,15071102000
LKA,1981,15930083000
LKA,1982,16589827000
LKA,1983,17388460000
LKA,1984,18275123000
LKA,1985,19188770000
LKA,1986,20024547000
LKA,1987,20370092000
LKA,1988,20873781000
LKA,1989,21353732000
LKA,1990,22720369000
LKA,1991,23765504000
LKA,1992,24811184000
LKA,1993,26523170000
LKA,1994,28008446000
LKA,1995,29548935000
LKA,1996,30671786000
LKA,1997,32636434000
LKA,1998,34169833000
LKA,1999,35639320000
LKA,2000,37777690000
LKA,2001,37193870000
LKA,2002,38668490000
LKA,2003,40965500000
LKA,2004,43196097000
LKA,2005,45892290000
LKA,2006,49411445000
LKA,2007,52769853000
LKA,2008,55909708000
LKA,2009,57888300000
LKA,2010,62528610000
LKA,2011,67949515000
LKA,2012,73815040000
LKA,2013,76805840000
LKA,2014,81704500000
LKA,2015,85140955000
LKA,2016,89443660000
LKA,2017,95222330000
LKA,2018,97422050000
LKA,2019,97207250000
LKA,2020,92711880000
LKA,2021,95968130000
LKA,2022,88459610000
SDN,1960,15807202000
SDN,1961,15810741000
SDN,1962,16904188000
SDN,1963,16422930000
SDN,1964,16238920000
SDN,1965,17339443000
SDN,1966,16719532000
SDN,1967,16957633000
SDN,1968,17290547000
SDN,1969,17530774000
SDN,1970,18569486000
SDN,1971,18986801000
SDN,1972,18023983000
SDN,1973,18137930000
SDN,1974,20213866000
SDN,1975,23390167000
SDN,1976,27288189000
SDN,1977,28986567000
SDN,1978,27267377000
SDN,1979,25898936000
